Phase,Magnitude
0.005,7.710673589530576
0.015,7.7193822843008135
0.025,7.737724106714021
0.035,7.765626669976717
0.045,7.802979855419172
0.055,7.849636247083488
0.065,7.905411713507048
0.07500000000000001,7.970086134405262
0.08499999999999999,8.04340426938578
0.095,8.125076765265703
0.10500000000000001,8.214781298016408
0.11499999999999999,8.312163844829225
0.125,8.416840081281745
0.135,8.528396898090708
0.14500000000000002,8.646394031465634
0.155,8.770365800628852
0.165,8.899822945644791
0.175,9.034254558305417
0.185,9.173130098451518
0.195,9.315901487772338
0.20500000000000002,9.462005272820269
0.215,9.610864848704201
0.225,9.76189273468559
0.235,9.914492892696545
0.245,10.068063079629773
0.255,10.221997224117002
0.265,10.375687818415754
0.275,10.52852831596489
0.28500000000000003,10.679915525146765
0.295,10.82925198980897
0.305,10.975948347150831
0.315,11.119425653669108
0.325,11.259117669983521
0.335,11.394473095524884
0.34500000000000003,11.5249577442666
0.355,11.650056652912852
0.365,11.769276113223466
0.375,11.88214562045479
0.385,11.988219730226948
0.395,12.08707981648933
0.405,12.178335723646327
0.41500000000000004,12.261627306323252
0.425,12.336625850695588
0.435,12.403035371772265
0.445,12.460593781513223
0.455,12.50907392317115
0.465,12.54828446777539
0.475,12.578070669219985
0.485,12.598314974975855
0.495,12.608937490016924
0.505,12.60989629212929
0.515,12.601187597359054
0.525,12.582845774945847
0.535,12.554943211683153
0.545,12.517590026240697
0.555,12.470933634576381
0.5650000000000001,12.415158168152821
0.575,12.350483747254605
0.585,12.277165612274086
0.595,12.195493116394164
0.605,12.105788583643463
0.615,12.008406036830639
0.625,11.903729800378121
0.635,11.79217298356916
0.645,11.674175850194235
0.655,11.550204081031016
0.665,11.420746936015075
0.675,11.286315323354453
0.685,11.14743978320835
0.6950000000000001,11.00466839388753
0.7050000000000001,10.858564608839597
0.715,10.709705032955664
0.725,10.55867714697428
0.735,10.406076988963326
0.745,10.252506802030094
0.755,10.098572657542867
0.765,9.944882063244114
0.775,9.792041565694978
0.785,9.640654356513103
0.795,9.491317891850894
0.805,9.344621534509034
0.8150000000000001,9.201144227990758
0.8250000000000001,9.061452211676349
0.835,8.926096786134984
0.845,8.795612137393269
0.855,8.670513228747016
0.865,8.551293768436402
0.875,8.43842426120508
0.885,8.332350151432918
0.895,8.233490065170539
0.905,8.14223415801354
0.915,8.058942575336612
0.925,7.983944030964281
0.935,7.917534509887602
0.9450000000000001,7.8599761001466435
0.9550000000000001,7.8114959584887185
0.965,7.772285413884478
0.975,7.742499212439883
0.985,7.722254906684012
0.995,7.711632391642942
1.005,7.710673589530576
1.015,7.7193822843008135
1.025,7.737724106714021
1.035,7.765626669976717
1.045,7.802979855419172
1.055,7.849636247083488
1.065,7.905411713507048
1.075,7.970086134405262
1.085,8.04340426938578
1.095,8.125076765265703
1.105,8.214781298016408
1.115,8.312163844829225
1.125,8.416840081281745
1.135,8.528396898090708
1.145,8.646394031465634
1.155,8.770365800628852
1.165,8.899822945644791
1.175,9.034254558305417
1.185,9.173130098451518
1.195,9.315901487772338
1.205,9.462005272820269
1.215,9.610864848704201
1.225,9.76189273468559
1.2349999999999999,9.914492892696545
1.245,10.068063079629773
1.255,10.221997224117002
1.2650000000000001,10.375687818415754
1.275,10.52852831596489
1.2850000000000001,10.679915525146765
1.295,10.82925198980897
1.305,10.975948347150831
1.315,11.119425653669108
1.325,11.259117669983521
1.335,11.394473095524884
1.345,11.5249577442666
1.355,11.650056652912852
1.365,11.769276113223466
1.375,11.88214562045479
1.385,11.988219730226948
1.395,12.08707981648933
1.405,12.178335723646327
1.415,12.261627306323252
1.425,12.336625850695588
1.435,12.403035371772265
1.445,12.460593781513223
1.455,12.50907392317115
1.465,12.54828446777539
1.475,12.578070669219985
1.4849999999999999,12.598314974975855
1.495,12.608937490016924
1.505,12.60989629212929
1.5150000000000001,12.601187597359054
1.525,12.582845774945847
1.5350000000000001,12.554943211683153
1.545,12.517590026240697
1.5550000000000002,12.470933634576381
1.565,12.415158168152821
1.575,12.350483747254605
1.585,12.277165612274086
1.595,12.195493116394164
1.605,12.105788583643463
1.615,12.008406036830639
1.625,11.903729800378121
1.635,11.79217298356916
1.645,11.674175850194235
1.655,11.550204081031016
1.665,11.420746936015075
1.675,11.286315323354453
1.685,11.14743978320835
1.695,11.00466839388753
1.705,10.858564608839597
1.7149999999999999,10.709705032955664
1.725,10.55867714697428
1.7349999999999999,10.406076988963326
1.745,10.252506802030094
1.755,10.098572657542867
1.7650000000000001,9.944882063244114
1.775,9.792041565694978
1.7850000000000001,9.640654356513103
1.795,9.491317891850894
1.8050000000000002,9.344621534509034
1.815,9.201144227990758
1.8250000000000002,9.061452211676349
1.835,8.926096786134984
1.845,8.795612137393269
1.855,8.670513228747016
1.865,8.551293768436402
1.875,8.43842426120508
1.885,8.332350151432918
1.895,8.233490065170539
1.905,8.14223415801354
1.915,8.058942575336612
1.925,7.983944030964281
1.935,7.917534509887602
1.945,7.8599761001466435
1.955,7.8114959584887185
1.9649999999999999,7.772285413884478
1.975,7.742499212439883
1.9849999999999999,7.722254906684012
1.995,7.711632391642942
